Date,A,B,C,D,E
2020/5/2 17:17,-4,8,-6.2,28,27
2020/5/2 17:18,-2,7,-6.2,28,27
2020/5/2 17:19,-5,8,-6.2,28,27
2020/5/2 17:20,-2,7,-6.2,28,27
2020/5/2 17:21,-3,8,-6.1,28,27
2020/5/2 17:22,0,8,-6,28,27
2020/5/2 17:23,0,7,-6,28,27
2020/5/2 17:24,-6,8,-6,28,27
2020/5/2 17:25,1,8,-6,28,28
2020/5/2 17:26,2,8,-6.1,28,28
2020/5/2 17:27,1,8,-6.1,28,27
2020/5/2 17:28,3,8,-6.1,28,27
2020/5/2 17:29,1,7,-6.1,28,27
2020/5/2 17:30,0,7,-6.1,28,27
2020/5/2 17:31,-1,8,-6.1,28,27
2020/5/2 17:32,-1,8,-6.1,28,27
2020/5/2 17:33,0,8,-6.2,28,27
2020/5/2 17:34,1,8,-6.2,28,27
2020/5/2 17:35,-4,8,-6.2,28,27
2020/5/2 17:36,9,8,-6.2,28,27
2020/5/2 17:37,9,8,-6.2,28,27
2020/5/2 17:38,5,8,-6.2,28,27
2020/5/2 17:39,-1,8,-6.2,28,27
2020/5/2 17:40,-3,8,-6.2,28,27
2020/5/2 17:41,2,7,-6.2,28,27
2020/5/2 17:42,-6,7,-6.2,28,27
2020/5/2 17:43,-5,7,-6.2,28,27
2020/5/2 17:44,-5,8,-6.2,28,27
2020/5/2 17:45,-10,7,-6.2,28,27
2020/5/2 17:46,5,7,-6.2,28,27
2020/5/2 17:47,-5,8,-6.2,28,27
2020/5/2 17:48,-4,7,-6.3,28,27
2020/5/2 17:49,0,8,-6.2,28,27
2020/5/2 17:50,6,8,-6.2,28,27
2020/5/2 17:51,8,8,-6.2,28,27
2020/5/2 17:52,0,7,-6.2,28,27
2020/5/2 17:53,-10,8,-6.2,28,27
2020/5/2 17:54,-3,8,-6.2,28,27
2020/5/2 17:55,0,8,-6.2,28,27
2020/5/2 17:56,-7,8,-6.2,28,27
2020/5/2 17:57,2,8,-6.2,28,27
2020/5/2 17:58,-6,8,-6.2,28,27
2020/5/2 17:59,7,8,-6.2,28,27
2020/5/2 18:00,0,8,-6.2,28,27
2020/5/2 18:01,-5,8,-6.3,28,27
2020/5/2 18:02,-6,7,-6.3,28,27
2020/5/2 18:03,-1,8,-6.2,28,27
2020/5/2 18:04,-4,8,-6.2,28,27
2020/5/2 18:05,-1,8,-6.2,28,27
2020/5/2 18:06,-3,8,-6.2,28,27
2020/5/2 18:07,3,8,-6.2,28,27
2020/5/2 18:08,-1,9,-6.2,28,27
2020/5/2 18:09,-1,8,-6.2,28,27
2020/5/2 18:10,-10,8,-6.2,28,27
2020/5/2 18:11,-1,8,-6.2,28,27
2020/5/2 18:12,3,8,-6.2,28,27
2020/5/2 18:13,-4,7,-6.2,28,27
2020/5/2 18:14,-3,8,-6.2,28,27
2020/5/2 18:15,-7,8,-6.1,28,27
2020/5/2 18:16,5,8,-6.1,28,27
2020/5/2 18:17,-3,9,-6,28,27
2020/5/2 18:18,1,7,-6.1,28,28
2020/5/2 18:19,-2,8,-6,29,28
2020/5/2 18:20,6,8,-6.1,29,28
2020/5/2 18:21,-3,7,-6.1,28,27
2020/5/2 18:22,-3,8,-6,28,27
2020/5/2 18:23,-4,8,-6,28,27
2020/5/2 18:24,3,8,-6.1,28,27
2020/5/2 18:25,-9,8,-6,28,27
2020/5/2 18:26,4,8,-6.1,28,27
2020/5/2 18:27,-6,9,-6.1,28,27
2020/5/2 18:28,6,7,-6.1,28,27
2020/5/2 18:29,-5,8,-6.1,28,27
2020/5/2 18:30,0,8,-6.1,28,27
2020/5/2 18:31,-3,7,-6.2,28,27
2020/5/2 18:32,-7,8,-6.2,28,27
2020/5/2 18:33,3,8,-6.2,28,27
2020/5/2 18:34,-3,8,-6.2,28,27
2020/5/2 18:35,2,8,-6.2,28,27
2020/5/2 18:36,-1,8,-6.2,28,27
2020/5/2 18:37,-8,7,-6.2,28,27
2020/5/2 18:38,-2,8,-6.2,28,27
2020/5/2 18:39,11,9,-6.2,28,27
2020/5/2 18:40,-6,8,-6.2,28,27
2020/5/2 18:41,1,8,-6.2,28,27
2020/5/2 18:42,0,9,-6.2,28,27
2020/5/2 18:43,-9,8,-6.3,28,27
2020/5/2 18:44,-8,8,-6.2,28,27
2020/5/2 18:45,-4,7,-6.2,28,27
2020/5/2 18:46,1,7,-6.2,28,27
2020/5/2 18:47,5,8,-6.2,28,27
2020/5/2 18:48,-10,7,-6.2,28,27
2020/5/2 18:49,1,8,-6.2,28,27
2020/5/2 18:50,0,8,-6.2,28,27
2020/5/2 18:51,11,7,-6.2,28,27
2020/5/2 18:52,-9,8,-6.2,28,27
2020/5/2 18:53,2,7,-6.2,28,27
2020/5/2 18:54,0,7,-6.2,28,27
2020/5/2 18:55,-4,9,-6.2,28,27
2020/5/2 18:56,0,7,-6.2,28,27
2020/5/2 18:57,-2,8,-6.2,28,27
2020/5/2 18:58,-2,8,-6.2,28,27
2020/5/2 18:59,-4,7,-6.2,28,27
2020/5/2 19:00,0,7,-6.2,28,27
2020/5/2 19:01,-5,8,-6.3,28,27
2020/5/2 19:02,-2,7,-6.3,28,27
2020/5/2 19:03,3,8,-6.2,28,27
2020/5/2 19:04,-1,7,-6.2,28,27
2020/5/2 19:05,-1,7,-6.2,28,27
2020/5/2 19:06,-4,8,-6.2,28,27
2020/5/2 19:07,-2,8,-6.2,28,27
2020/5/2 19:08,-3,7,-6.2,28,27
2020/5/2 19:09,1,8,-6.1,28,27
2020/5/2 19:10,-1,7,-6,28,27
2020/5/2 19:11,-2,8,-6,28,27
2020/5/2 19:12,-10,9,-6,28,28
2020/5/2 19:13,0,8,-6,28,28
2020/5/2 19:14,-3,8,-6.1,28,28
2020/5/2 19:15,1,8,-6.1,28,27
2020/5/2 19:16,-3,8,-6.2,28,27
2020/5/2 19:17,4,8,-6.2,28,27
2020/5/2 19:18,-8,8,-6.2,28,27
2020/5/2 19:19,-7,8,-6.2,28,27
2020/5/2 19:20,-10,7,-6.2,28,27
2020/5/2 19:21,4,7,-6.2,28,27
2020/5/2 19:22,-4,8,-6.2,28,27
2020/5/2 19:23,-10,8,-6.2,28,27
2020/5/2 19:24,0,8,-6.2,28,27
2020/5/2 19:25,-10,8,-6.2,28,27
2020/5/2 19:26,-8,7,-6.2,28,27
2020/5/2 19:27,-3,7,-6.2,28,27
2020/5/2 19:28,-10,8,-6.2,28,27
2020/5/2 19:29,-7,7,-6.2,28,27
2020/5/2 19:30,-10,8,-6.2,28,27
2020/5/2 19:31,3,8,-6.2,28,27
2020/5/2 19:32,-10,7,-6.2,28,27
2020/5/2 19:33,-10,8,-6.2,28,27
2020/5/2 19:34,9,8,-6.2,28,27
2020/5/2 19:35,-6,8,-6.2,28,27
2020/5/2 19:36,-5,8,-6.2,28,27
2020/5/2 19:37,-3,8,-6.2,28,27
2020/5/2 19:38,-6,9,-6.2,28,27
2020/5/2 19:39,7,8,-6.2,28,27
2020/5/2 19:40,-10,7,-6.3,28,27
2020/5/2 19:41,-3,9,-6.2,28,27
2020/5/2 19:42,-1,7,-6.3,28,27
2020/5/2 19:43,-9,8,-6.2,28,27
2020/5/2 19:44,-8,8,-6.2,28,27
2020/5/2 19:45,-10,7,-6.2,28,27
2020/5/2 19:46,-3,8,-6.2,28,27
2020/5/2 19:47,-5,8,-6.2,28,27
2020/5/2 19:48,-2,7,-6.2,28,27
2020/5/2 19:49,-5,7,-6.2,28,27
2020/5/2 19:50,5,7,-6.2,28,27
2020/5/2 19:51,1,8,-6.2,28,27
2020/5/2 19:52,2,8,-6.2,28,27
2020/5/2 19:53,0,7,-6.2,28,27
2020/5/2 19:54,5,8,-6.2,28,27
2020/5/2 19:55,-6,8,-6.2,28,27
2020/5/2 19:56,2,7,-6.2,28,27
2020/5/2 19:57,-2,8,-6.2,28,27
2020/5/2 19:58,-5,8,-6.2,28,27
2020/5/2 19:59,-5,8,-6.2,28,27
2020/5/2 20:00,-4,9,-6.2,28,27
2020/5/2 20:01,3,8,-6.2,28,27
2020/5/2 20:02,0,8,-6.2,28,27
2020/5/2 20:03,-2,8,-6.3,28,27
2020/5/2 20:04,2,8,-6.1,28,27
2020/5/2 20:05,-3,7,-6,28,27
2020/5/2 20:06,-4,8,-6,28,27
2020/5/2 20:07,1,7,-6.1,29,28
2020/5/2 20:08,3,8,-6,29,28
2020/5/2 20:09,-10,8,-6.1,29,28
2020/5/2 20:10,4,7,-6.1,29,27
2020/5/2 20:11,0,9,-6.1,28,27
2020/5/2 20:12,-5,8,-6.1,28,27
2020/5/2 20:13,1,8,-6.1,28,27
2020/5/2 20:14,2,8,-6.1,28,27
2020/5/2 20:15,-2,7,-6,28,27
2020/5/2 20:16,-3,8,-6.1,28,27
2020/5/2 20:17,-7,8,-6,28,27
2020/5/2 20:18,2,8,-6.1,28,27
2020/5/2 20:19,-3,8,-6.1,28,27
2020/5/2 20:20,5,7,-6,28,27
2020/5/2 20:21,-8,7,-6,28,27
2020/5/2 20:22,-4,8,-6.2,28,27
2020/5/2 20:23,1,8,-6.2,28,27
2020/5/2 20:24,4,8,-6.2,28,27
2020/5/2 20:25,1,8,-6.3,28,27
2020/5/2 20:26,-2,7,-6.3,28,27
2020/5/2 20:27,-7,8,-6.2,28,27
2020/5/2 20:28,-8,7,-6.2,28,27
2020/5/2 20:29,1,6,-6.2,28,27
2020/5/2 20:30,-2,8,-6.2,28,27
2020/5/2 20:31,-9,7,-6.2,28,27
2020/5/2 20:32,4,7,-6.2,28,27
2020/5/2 20:33,-7,7,-6.2,28,27
2020/5/2 20:34,5,7,-6.2,28,27
2020/5/2 20:35,-2,7,-6.3,28,27
2020/5/2 20:36,-2,8,-6.3,28,27
2020/5/2 20:37,1,7,-6.3,28,27
2020/5/2 20:38,1,7,-6.2,28,27
2020/5/2 20:39,-10,7,-6.2,28,27
2020/5/2 20:40,8,7,-6.2,28,27
2020/5/2 20:41,5,7,-6.2,28,27
2020/5/2 20:42,-2,7,-6.2,28,27
2020/5/2 20:43,0,7,-6.2,28,27
2020/5/2 20:44,0,7,-6.2,28,27
2020/5/2 20:45,-1,7,-6.3,28,27
2020/5/2 20:46,0,7,-6.2,28,27
2020/5/2 20:47,-2,7,-6.2,28,27
2020/5/2 20:48,-5,7,-6.2,28,27
2020/5/2 20:49,-3,8,-6.2,28,27
2020/5/2 20:50,-7,8,-6.2,28,27
2020/5/2 20:51,-4,7,-6.2,28,27
2020/5/2 20:52,-3,8,-6.2,28,27
2020/5/2 20:53,-2,7,-6.2,28,27
2020/5/2 20:54,-3,7,-6.2,28,27
2020/5/2 20:55,-5,8,-6.2,28,27
2020/5/2 20:56,-3,7,-6.2,28,27
2020/5/2 20:57,-2,7,-6.2,28,27
2020/5/2 20:58,-7,8,-6.2,28,27
2020/5/2 20:59,2,7,-6.1,28,27
2020/5/2 21:00,-3,8,-6,28,27
2020/5/2 21:01,-8,8,-6,28,28
2020/5/2 21:02,-1,9,-6.1,28,28
2020/5/2 21:03,2,8,-6,28,28
2020/5/2 21:04,0,7,-6.1,29,28
2020/5/2 21:05,0,8,-6.1,28,27
2020/5/2 21:06,-6,8,-6.1,28,27
2020/5/2 21:07,4,7,-6.1,28,27
2020/5/2 21:08,3,8,-6,28,27
2020/5/2 21:09,2,8,-6,28,27
2020/5/2 21:10,-1,8,-6.1,28,27
2020/5/2 21:11,2,9,-6.1,28,27
2020/5/2 21:12,-10,7,-6.1,28,27
2020/5/2 21:13,9,8,-6.1,28,27
2020/5/2 21:14,5,8,-6.1,28,27
2020/5/2 21:15,2,7,-6.1,28,27
2020/5/2 21:16,2,8,-6.1,28,27
2020/5/2 21:17,-4,8,-6.2,28,27
2020/5/2 21:18,-5,7,-6.1,28,27
2020/5/2 21:19,7,7,-6.1,28,27
2020/5/2 21:20,-4,8,-6.1,28,27
2020/5/2 21:21,9,7,-6.1,28,27
2020/5/2 21:22,-1,8,-6.2,28,27
2020/5/2 21:23,0,7,-6.1,28,27
2020/5/2 21:24,5,8,-6.2,28,27
2020/5/2 21:25,-10,8,-6.2,28,27
2020/5/2 21:26,-8,7,-6.2,28,27
2020/5/2 21:27,0,8,-6.2,28,27
2020/5/2 21:28,0,8,-6.2,28,27
2020/5/2 21:29,-10,7,-6.2,28,27
2020/5/2 21:30,-3,8,-6.2,28,27
2020/5/2 21:31,1,7,-6.2,28,27
2020/5/2 21:32,1,7,-6.3,28,27
2020/5/2 21:33,-2,8,-6.2,28,27
2020/5/2 21:34,5,8,-6.2,28,27
2020/5/2 21:35,2,8,-6.2,28,27
2020/5/2 21:36,11,8,-6.2,28,27
2020/5/2 21:37,-10,7,-6.2,28,27
2020/5/2 21:38,-5,9,-6.2,28,27
2020/5/2 21:39,-2,7,-6.2,28,27
2020/5/2 21:40,-3,8,-6.2,28,27
2020/5/2 21:41,-1,7,-6.2,28,27
2020/5/2 21:42,-10,7,-6.2,28,27
2020/5/2 21:43,0,8,-6.2,28,27
2020/5/2 21:44,-5,8,-6.2,28,27
2020/5/2 21:45,3,7,-6.2,28,27
2020/5/2 21:46,1,8,-6.2,28,27
2020/5/2 21:47,1,7,-6.2,28,27
2020/5/2 21:48,0,7,-6.2,28,27
2020/5/2 21:49,-10,8,-6.2,28,27
2020/5/2 21:50,1,7,-6.3,28,27
2020/5/2 21:51,-2,7,-6.2,28,27
2020/5/2 21:52,-9,8,-6.2,28,27
2020/5/2 21:53,1,6,-6.2,28,27
2020/5/2 21:54,3,7,-6.1,28,27
2020/5/2 21:55,0,7,-6,28,27
2020/5/2 21:56,-4,7,-6,28,27
2020/5/2 21:57,5,8,-6,28,28
2020/5/2 21:58,3,7,-6,28,28
2020/5/2 21:59,-2,8,-6,28,28
2020/5/2 22:00,-5,8,-6.1,28,27
2020/5/2 22:01,-2,7,-6.1,28,27
2020/5/2 22:02,2,8,-6.1,28,27
2020/5/2 22:03,8,8,-6,28,27
2020/5/2 22:04,0,8,-6.1,28,27
2020/5/2 22:05,0,8,-6,28,27
2020/5/2 22:06,5,7,-6,28,27
2020/5/2 22:07,-2,8,-6.1,28,27
2020/5/2 22:08,-1,8,-6,28,27
2020/5/2 22:09,-4,6,-6.1,28,27
2020/5/2 22:10,-2,9,-6.1,28,27
2020/5/2 22:11,-10,8,-6.1,28,27
2020/5/2 22:12,0,7,-6.1,28,27
2020/5/2 22:13,-10,7,-6.1,28,27
2020/5/2 22:14,-10,8,-6.2,28,27
2020/5/2 22:15,9,7,-6.3,28,27
2020/5/2 22:16,-5,8,-6.2,28,27
2020/5/2 22:17,3,7,-6.2,28,27
2020/5/2 22:18,-2,8,-6.2,28,27
2020/5/2 22:19,-10,8,-6.2,28,27
2020/5/2 22:20,8,7,-6.2,28,27
2020/5/2 22:21,9,8,-6.2,28,27
2020/5/2 22:22,4,7,-6.2,28,27
2020/5/2 22:23,0,8,-6.2,28,27
2020/5/2 22:24,3,7,-6.2,28,27
2020/5/2 22:25,-10,8,-6.3,28,27
2020/5/2 22:26,-10,8,-6.2,28,27
2020/5/2 22:27,-4,8,-6.2,28,27
2020/5/2 22:28,3,8,-6.2,28,27
2020/5/2 22:29,6,7,-6.2,28,27
2020/5/2 22:30,-2,7,-6.2,28,27
2020/5/2 22:31,4,7,-6.2,28,27
2020/5/2 22:32,-8,8,-6.2,28,27
2020/5/2 22:33,-1,8,-6.2,28,27
2020/5/2 22:34,-1,9,-6.2,28,27
2020/5/2 22:35,1,8,-6.2,28,27
2020/5/2 22:36,-6,7,-6.3,28,27
2020/5/2 22:37,-3,7,-6.2,28,27
2020/5/2 22:38,1,8,-6.2,28,27
2020/5/2 22:39,0,8,-6.2,28,27
2020/5/2 22:40,-10,8,-6.2,28,27
2020/5/2 22:41,-2,7,-6.2,28,27
2020/5/2 22:42,3,8,-6.2,28,27
2020/5/2 22:43,0,7,-6.2,28,27
2020/5/2 22:44,-2,7,-6.3,28,27
2020/5/2 22:45,0,7,-6.2,28,27
2020/5/2 22:46,1,8,-6.2,28,27
2020/5/2 22:47,6,8,-6.2,28,27
2020/5/2 22:48,-8,8,-6.2,28,27
2020/5/2 22:49,-4,7,-6.1,28,27
2020/5/2 22:50,2,8,-6,28,27
2020/5/2 22:51,4,8,-6,28,27
2020/5/2 22:52,1,7,-6,28,28
2020/5/2 22:53,-4,8,-6,28,28
2020/5/2 22:54,-2,8,-6.1,28,28
2020/5/2 22:55,2,8,-6,28,27
2020/5/2 22:56,-4,8,-6,28,27
2020/5/2 22:57,2,8,-6.1,28,27
2020/5/2 22:58,6,8,-6,28,27
2020/5/2 22:59,0,8,-6.1,28,27
2020/5/2 23:00,6,7,-6.1,28,27
2020/5/2 23:01,5,8,-6.1,28,27
2020/5/2 23:02,5,8,-6.1,28,27
2020/5/2 23:03,-5,8,-6.1,28,27
2020/5/2 23:04,-7,8,-6,28,27
2020/5/2 23:05,-9,8,-6,28,27
2020/5/2 23:06,-9,8,-6.1,28,27
2020/5/2 23:07,-7,7,-6,28,27
2020/5/2 23:08,3,8,-6.1,28,27
2020/5/2 23:09,-9,8,-6.1,28,27
2020/5/2 23:10,-1,7,-6.2,28,27
2020/5/2 23:11,2,7,-6.2,28,27
2020/5/2 23:12,8,8,-6.2,28,27
2020/5/2 23:13,3,9,-6.2,28,27
2020/5/2 23:14,-10,8,-6.2,28,27
2020/5/2 23:15,-10,8,-6.2,28,27
2020/5/2 23:16,-1,7,-6.2,28,27
2020/5/2 23:17,-1,7,-6.2,28,27
2020/5/2 23:18,4,7,-6.2,28,27
2020/5/2 23:19,-6,8,-6.2,28,27
2020/5/2 23:20,0,8,-6.2,28,27
2020/5/2 23:21,-2,8,-6.2,28,27
2020/5/2 23:22,-5,9,-6.2,28,27
2020/5/2 23:23,-6,8,-6.2,28,27
2020/5/2 23:24,-6,8,-6.2,28,27
2020/5/2 23:25,2,8,-6.2,28,27
2020/5/2 23:26,-4,7,-6.2,28,27
2020/5/2 23:27,-2,7,-6.2,28,27
2020/5/2 23:28,1,8,-6.2,28,27
2020/5/2 23:29,-1,8,-6.2,28,27
2020/5/2 23:30,-1,8,-6.2,28,27
2020/5/2 23:31,0,8,-6.2,28,27
2020/5/2 23:32,-6,7,-6.2,28,27
2020/5/2 23:33,-3,8,-6.2,28,27
2020/5/2 23:34,4,8,-6.2,28,27
2020/5/2 23:35,0,7,-6.3,28,27
2020/5/2 23:36,-3,8,-6.2,28,27
2020/5/2 23:37,-10,8,-6.2,28,27
2020/5/2 23:38,-8,6,-6.3,28,27
2020/5/2 23:39,-5,8,-6.3,28,27
2020/5/2 23:40,2,8,-6.2,28,27
2020/5/2 23:41,1,8,-6.3,28,27
2020/5/2 23:42,-1,8,-6.2,28,27
2020/5/2 23:43,-5,7,-6.2,28,27
2020/5/2 23:44,-5,8,-6.1,28,27
2020/5/2 23:45,-2,7,-6,28,27
2020/5/2 23:46,1,7,-6.1,28,28
2020/5/2 23:47,1,8,-6,28,28
2020/5/2 23:48,3,8,-6,28,28
2020/5/2 23:49,5,7,-6.1,28,28
2020/5/2 23:50,-1,8,-6.2,28,27
2020/5/2 23:51,4,8,-6.1,28,27
2020/5/2 23:52,-2,8,-6.1,28,27
2020/5/2 23:53,-5,8,-6.1,28,27
2020/5/2 23:54,5,8,-6.1,28,27
2020/5/2 23:55,3,8,-6,28,27
2020/5/2 23:56,-5,8,-6,28,27
2020/5/2 23:57,-5,7,-6.1,28,27
2020/5/2 23:58,-6,8,-6.1,28,27
2020/5/2 23:59,-4,7,-6.1,28,27
2020/5/3 00:00,-7,8,-6.1,28,27
2020/5/3 00:01,-9,8,-6,28,27
2020/5/3 00:02,-2,7,-6.1,28,27
2020/5/3 00:03,7,8,-6,28,27
2020/5/3 00:04,-7,8,-6.2,28,27
2020/5/3 00:05,-2,7,-6.3,28,27
2020/5/3 00:06,-10,8,-6.2,28,27
2020/5/3 00:07,-10,9,-6.2,28,27
2020/5/3 00:08,-4,8,-6.2,28,27
2020/5/3 00:09,0,8,-6.2,28,27
2020/5/3 00:10,-1,7,-6.2,28,27
2020/5/3 00:11,-7,8,-6.2,28,27
2020/5/3 00:12,-1,8,-6.2,28,27
2020/5/3 00:13,6,8,-6.2,28,27
2020/5/3 00:14,-4,8,-6.2,28,27
2020/5/3 00:15,-6,7,-6.2,28,27
2020/5/3 00:16,-6,8,-6.2,28,27
2020/5/3 00:17,-4,7,-6.2,28,27
2020/5/3 00:18,-6,7,-6.2,28,27
2020/5/3 00:19,5,8,-6.2,28,27
2020/5/3 00:20,5,8,-6.2,28,27
2020/5/3 00:21,1,8,-6.2,28,27
2020/5/3 00:22,-9,7,-6.1,28,27
2020/5/3 00:23,1,8,-6.2,28,27
2020/5/3 00:24,-3,8,-6.2,28,27
2020/5/3 00:25,-2,7,-6.2,28,27
2020/5/3 00:26,-5,8,-6.2,28,27
2020/5/3 00:27,6,7,-6.2,28,27
2020/5/3 00:28,-1,7,-6.3,28,27
2020/5/3 00:29,-7,8,-6.2,28,27
2020/5/3 00:30,-4,8,-6.2,28,27
2020/5/3 00:31,-2,8,-6.2,28,27
2020/5/3 00:32,-1,8,-6.2,28,27
2020/5/3 00:33,-3,7,-6.2,28,27
2020/5/3 00:34,-6,7,-6.2,28,27
2020/5/3 00:35,1,7,-6.2,28,27
2020/5/3 00:36,-2,7,-6.3,28,27
2020/5/3 00:37,0,7,-6.2,28,27
2020/5/3 00:38,-5,6,-6.2,28,27
2020/5/3 00:39,-4,8,-6.1,28,27
2020/5/3 00:40,-2,8,-6,28,27
2020/5/3 00:41,-6,8,-6,28,27
2020/5/3 00:42,-2,7,-6,28,27
2020/5/3 00:43,-4,8,-6,28,27
2020/5/3 00:44,1,8,-6.1,28,27
2020/5/3 00:45,-7,7,-6.1,28,27
2020/5/3 00:46,-7,8,-6.1,28,27
2020/5/3 00:47,-4,7,-6.1,28,27
2020/5/3 00:48,-4,7,-6,28,27
2020/5/3 00:49,-2,8,-6.1,28,27
2020/5/3 00:50,-2,8,-6.1,28,27
2020/5/3 00:51,0,7,-6.1,28,27
2020/5/3 00:52,-9,8,-6.1,28,27
2020/5/3 00:53,-8,8,-6.1,28,27
2020/5/3 00:54,7,8,-6.1,28,27
2020/5/3 00:55,8,7,-6.2,28,27
2020/5/3 00:56,-10,8,-6.2,28,27
2020/5/3 00:57,-3,7,-6.2,28,27
2020/5/3 00:58,-8,8,-6.2,28,27
2020/5/3 00:59,4,8,-6.2,28,27
2020/5/3 01:00,-10,7,-6.2,28,27
2020/5/3 01:01,-2,8,-6.2,28,27
2020/5/3 01:02,7,7,-6.2,28,27
2020/5/3 01:03,5,7,-6.2,28,27
2020/5/3 01:04,-10,8,-6.3,28,27
2020/5/3 01:05,-1,8,-6.2,28,27
2020/5/3 01:06,1,8,-6.2,28,27
2020/5/3 01:07,7,7,-6.2,28,27
2020/5/3 01:08,-7,8,-6.3,28,27
2020/5/3 01:09,1,7,-6.2,28,27
2020/5/3 01:10,-6,8,-6.2,28,27
2020/5/3 01:11,-4,7,-6.3,28,27
2020/5/3 01:12,-6,7,-6.2,28,27
2020/5/3 01:13,-4,7,-6.2,28,27
2020/5/3 01:14,-2,8,-6.2,28,27
2020/5/3 01:15,-3,7,-6.3,28,27
2020/5/3 01:16,-8,7,-6.2,28,27
2020/5/3 01:17,-5,7,-6.2,28,27
2020/5/3 01:18,-5,7,-6.2,28,27
2020/5/3 01:19,-5,7,-6.2,28,27
2020/5/3 01:20,0,8,-6.3,28,27
2020/5/3 01:21,-4,8,-6.2,28,27
2020/5/3 01:22,-1,9,-6.3,28,27
2020/5/3 01:23,-5,8,-6.2,28,27
2020/5/3 01:24,-4,8,-6.2,28,27
2020/5/3 01:25,4,7,-6.2,28,27
2020/5/3 01:26,-1,8,-6.2,28,27
2020/5/3 01:27,1,8,-6.2,28,27
2020/5/3 01:28,-1,8,-6.2,28,27
2020/5/3 01:29,1,8,-6.2,28,27
2020/5/3 01:30,-3,8,-6.3,28,27
2020/5/3 01:31,0,8,-6.2,28,27
2020/5/3 01:32,2,8,-6.2,28,27
2020/5/3 01:33,1,8,-6.2,28,27
2020/5/3 01:34,4,8,-6.1,28,27
2020/5/3 01:35,-4,9,-6,28,27
2020/5/3 01:36,-9,8,-6,28,28
2020/5/3 01:37,-5,8,-6,28,28
2020/5/3 01:38,1,8,-6.1,28,28
2020/5/3 01:39,9,7,-6.1,28,28
2020/5/3 01:40,-1,8,-6.1,28,27
2020/5/3 01:41,6,8,-6.1,28,27
2020/5/3 01:42,-1,7,-6.1,28,27
2020/5/3 01:43,0,8,-6.1,28,27
2020/5/3 01:44,-1,8,-6.1,28,27
2020/5/3 01:45,5,7,-6.1,28,27
2020/5/3 01:46,8,8,-6.1,28,27
2020/5/3 01:47,3,8,-6.1,28,27
2020/5/3 01:48,-3,8,-6.1,28,27
2020/5/3 01:49,7,8,-6.1,28,27
2020/5/3 01:50,3,8,-6.1,28,27
2020/5/3 01:51,4,7,-6.1,28,27
2020/5/3 01:52,10,9,-6,28,27
2020/5/3 01:53,2,8,-6.1,28,27
2020/5/3 01:54,-10,8,-6.1,28,27
2020/5/3 01:55,-5,8,-6,28,27
2020/5/3 01:56,-2,8,-6.1,28,27
2020/5/3 01:57,-3,7,-6.1,28,27
2020/5/3 01:58,-8,7,-6.1,28,27
2020/5/3 01:59,1,8,-6.1,28,27
2020/5/3 02:00,8,8,-6.1,28,27
2020/5/3 02:01,-2,8,-6.1,28,27
2020/5/3 02:02,6,8,-6,28,27
2020/5/3 02:03,-1,8,-6.1,28,27
2020/5/3 02:04,-8,8,-6.1,28,27
2020/5/3 02:05,-2,8,-6.1,28,27
2020/5/3 02:06,1,9,-6.2,28,27
2020/5/3 02:07,3,7,-6.3,28,27
2020/5/3 02:08,2,9,-6.3,28,27
2020/5/3 02:09,6,7,-6.2,28,27
2020/5/3 02:10,-3,8,-6.2,28,27
2020/5/3 02:11,-1,8,-6.2,28,27
2020/5/3 02:12,-8,7,-6.2,28,27
2020/5/3 02:13,-7,8,-6.2,28,27
2020/5/3 02:14,0,8,-6.2,28,27
2020/5/3 02:15,-7,7,-6.2,28,27
2020/5/3 02:16,0,8,-6.2,28,27
2020/5/3 02:17,-3,8,-6.2,28,27
2020/5/3 02:18,-1,7,-6.2,28,27
2020/5/3 02:19,-5,8,-6.2,28,27
2020/5/3 02:20,-5,8,-6.2,28,27
2020/5/3 02:21,2,7,-6.2,28,27
2020/5/3 02:22,-4,8,-6.2,28,27
2020/5/3 02:23,-1,7,-6.2,28,27
2020/5/3 02:24,4,8,-6.2,28,27
2020/5/3 02:25,-1,8,-6.2,28,27
2020/5/3 02:26,-3,8,-6.2,28,27
2020/5/3 02:27,-3,8,-6.2,28,27
2020/5/3 02:28,-1,7,-6,28,27
2020/5/3 02:29,5,8,-6,28,27
2020/5/3 02:30,3,8,-6,28,27
2020/5/3 02:31,4,7,-6.1,28,28
2020/5/3 02:32,-4,7,-6,28,28
2020/5/3 02:33,2,8,-6,28,28
2020/5/3 02:34,-6,7,-6.1,28,27
2020/5/3 02:35,3,9,-6,28,27
2020/5/3 02:36,4,8,-6,28,27
2020/5/3 02:37,0,8,-6.1,28,27
2020/5/3 02:38,0,9,-6.1,28,27
2020/5/3 02:39,-4,8,-6,28,27
2020/5/3 02:40,6,8,-6.1,28,27
2020/5/3 02:41,-3,9,-6.1,28,27
2020/5/3 02:42,5,8,-6.1,28,27
2020/5/3 02:43,1,8,-6.1,28,27
2020/5/3 02:44,-1,8,-6.1,28,27
2020/5/3 02:45,-9,7,-6.1,28,27
2020/5/3 02:46,5,8,-6.1,28,27
2020/5/3 02:47,6,8,-6.1,28,27
2020/5/3 02:48,6,8,-6.1,28,27
2020/5/3 02:49,3,9,-6.1,28,27
2020/5/3 02:50,6,8,-6.2,28,27
